root,parent,dataset_id,class,name
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1038.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1039.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,104.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1040.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1043.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1044.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1045.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1046.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1047.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1048.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1049.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,105.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1050.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1051.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1052.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1053.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1054.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1055.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1056.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1057.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1058.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1059.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,106.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1060.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1061.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1062.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1063.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1064.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1065.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1066.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1067.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1068.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1069.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,107.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1070.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1071.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1072.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1073.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1074.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1075.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1076.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1077.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1078.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1079.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,108.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1080.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1081.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1082.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1083.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1084.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1085.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1086.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1087.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1088.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1089.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,109.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1090.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1091.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1092.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1093.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1094.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1095.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1096.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1097.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1098.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,11.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,110.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1100.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1101.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1102.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1103.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1104.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1105.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1107.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1108.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1109.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,111.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1110.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1112.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1113.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1114.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1115.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1116.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1117.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1118.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1119.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,112.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1120.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,113.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,115.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,116.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,117.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,118.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,119.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,12.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,120.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1201.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1202.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1204.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1205.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1206.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1207.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1208.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1209.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,121.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1210.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1211.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1213.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1214.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1215.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1216.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1217.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1218.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1219.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,122.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1220.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1221.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1222.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1223.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1224.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1225.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1226.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1227.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1228.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1229.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,123.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1230.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1231.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1232.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1233.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1234.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1235.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1236.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1237.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1238.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1239.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,124.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1240.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1241.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1243.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1244.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1245.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1246.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1247.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1248.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1249.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,125.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1250.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1251.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1252.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1253.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1254.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1255.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1256.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1257.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1258.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1259.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,126.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1260.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1262.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1263.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1264.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1265.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1266.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1267.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1268.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1269.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,127.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1270.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1271.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1272.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1273.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1274.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1275.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1276.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1278.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1279.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,128.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1281.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1282.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1283.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1284.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1285.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1286.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1287.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1288.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1289.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,129.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1290.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1291.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1292.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1293.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1294.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1296.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1297.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1298.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1299.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,130.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1301.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1302.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1303.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1304.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1305.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1306.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1307.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1308.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1309.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,131.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1310.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1311.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1312.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1313.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1316.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1317.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1319.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,132.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1320.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1321.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1322.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1324.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1325.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1326.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1327.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1329.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,133.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1330.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1332.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1333.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1334.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1335.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1336.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1339.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,134.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1342.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1343.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1344.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1346.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1347.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1348.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1349.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,135.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1350.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1351.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1352.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1353.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1355.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1356.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1357.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1358.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,136.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,1360.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,137.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,138.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,139.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,14.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,140.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,141.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,142.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,143.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,144.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,146.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,147.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,148.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,149.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,15.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,150.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,152.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,153.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,154.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,155.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,156.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,157.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,158.jpg
D:\mreza\TestProjects\Python\DCGAN,Data,Cars4GAN,Audi,159.jpg
